Model,Model_Version,Rank,Feature,SHAP_Importance
LightGBM,unknown,115,Fy_zero_crossing_rate,0.006301873249
LightGBM,unknown,116,Fx_max,0.006017314427
LightGBM,unknown,117,Fy_iqr,0.005940752264
LightGBM,unknown,118,Fz_p90,0.005552349984
LightGBM,unknown,119,Tx_mean,0.005480343481
LightGBM,unknown,120,Fy_min,0.005375496891
LightGBM,unknown,121,Fy_std,0.005164911229
LightGBM,unknown,122,Ty_variance,0.005102038132
LightGBM,unknown,123,Ty_power,0.004911740109
LightGBM,unknown,124,Ty_crest_factor,0.004843015640
LightGBM,unknown,125,Tz_zero_crossing_rate,0.004399067377
LightGBM,unknown,126,Tz_first,0.004237381061
LightGBM,unknown,127,Fy_last,0.004080514732
LightGBM,unknown,128,Tz_min,0.004053279950
LightGBM,unknown,129,Fy_variance,0.003995458045
LightGBM,unknown,130,Tx_slope,0.003220283702
LightGBM,unknown,131,Tx_iqr,0.002837920557
LightGBM,unknown,132,Fz_max,0.002539134440
LightGBM,unknown,133,Fx_median,0.002077519931
LightGBM,unknown,134,Tz_peak_frequency,0.001726737439
LightGBM,unknown,135,Ty_last,0.001233385609
LightGBM,unknown,136,Fy_crest_factor,0.001183529247
LightGBM,unknown,137,Tx_median,0.000977753914
LightGBM,unknown,138,Tz_cv,0.000889485853
LightGBM,unknown,139,Tx_variance,0.000051003816
LightGBM,unknown,140,Fz_zero_crossing_rate,0.000000000000
LightGBM,unknown,141,Tz_max,0.000000000000
LightGBM,unknown,142,Tz_power,0.000000000000
LightGBM,unknown,143,Tz_variance,0.000000000000
LightGBM,unknown,144,Tz_p90,0.000000000000
