LightGBM_Model,SHAP_Model,LightGBM_Method,Top20_Overlap_Count,Top20_Overlap_Percentage,Rank_Correlation,Correlation_P_Value,Common_Features_Count,LightGBM_Top5,SHAP_Top5,Overlapping_Top5
LightGBM,LightGBM,sklearn_gain,14,70.000000000000,0.931970902661,0.000000000000,144,"['Fz_std', 'Ty_iqr', 'Fz_mean_abs', 'Fz_slope', 'Fz_peak_frequency']","['Fz_std', 'Fz_mean_abs', 'Fz_peak_frequency', 'Ty_iqr', 'Fx_rms']","['Fz_std', 'Ty_iqr', 'Fz_peak_frequency', 'Fz_mean_abs']"
LightGBM,LightGBM,native_gain,17,85.000000000000,0.890322321357,0.000000000000,144,"['Fx_rms', 'Fz_rms', 'Fz_mean_abs', 'Fz_std', 'Fz_mean']","['Fz_std', 'Fz_mean_abs', 'Fz_peak_frequency', 'Ty_iqr', 'Fx_rms']","['Fz_std', 'Fx_rms', 'Fz_mean_abs']"
LightGBM,LightGBM,sklearn_split,14,70.000000000000,0.931970902661,0.000000000000,144,"['Fz_std', 'Ty_iqr', 'Fz_mean_abs', 'Fz_slope', 'Fz_peak_frequency']","['Fz_std', 'Fz_mean_abs', 'Fz_peak_frequency', 'Ty_iqr', 'Fx_rms']","['Fz_std', 'Ty_iqr', 'Fz_peak_frequency', 'Fz_mean_abs']"
LightGBM,LightGBM,native_split,14,70.000000000000,0.931970902661,0.000000000000,144,"['Fz_std', 'Ty_iqr', 'Fz_mean_abs', 'Fz_slope', 'Fz_peak_frequency']","['Fz_std', 'Fz_mean_abs', 'Fz_peak_frequency', 'Ty_iqr', 'Fx_rms']","['Fz_std', 'Ty_iqr', 'Fz_peak_frequency', 'Fz_mean_abs']"
