Variable,Avg_Rank,Avg_SHAP_Importance,Std_Rank,Std_SHAP_Importance
Fz,1.0,0.7609562601116802,0.0,0.8135514579125951
Fx,3.5,0.3103886200085607,1.6583123951777,0.31677025716823387
Tx,3.5,0.23914799676040033,1.118033988749895,0.16775604717842435
Tz,3.75,0.20107550176296918,1.479019945774904,0.08110521977918249
Ty,4.25,0.21589581274455072,0.82915619758885,0.1265004668430308
Fy,5.0,0.21610203297330677,1.224744871391589,0.20027205877168797
